"year","month","day","dep_time","dep_delay","arr_time","arr_delay","carrier","tailnum","flight","origin","dest","air_time","distance","hour","minute","id"
2013,1,7,1836,-9,2018,-12,"MQ","N719MQ",4517,"LGA","CRW",70,444,18,36,5934
2013,1,7,1841,-4,2134,-47,"DL","N378NW",2190,"JFK","MIA",156,1089,18,41,5935
2013,1,7,1843,-2,2049,-48,"9E","N933XJ",3369,"JFK","MSY",170,1182,18,43,5936
2013,1,7,1845,-5,2028,-22,"AA","N455AA",2019,"LGA","STL",135,888,18,45,5937
2013,1,7,1846,16,2216,11,"AA","N3JLAA",269,"JFK","SEA",359,2422,18,46,5938
2013,1,7,1846,0,2007,-12,"B6","N239JB",130,"JFK","BUF",59,301,18,46,5939
2013,1,7,1848,-7,2045,-15,"MQ","N513MQ",4649,"LGA","MSP",150,1020,18,48,5940
2013,1,7,1850,-5,2141,-29,"DL","N370NW",2391,"JFK","TPA",144,1005,19,50,5941
2013,1,7,1850,-10,1957,-15,"US","N959UW",2140,"LGA","BOS",39,184,19,50,5942
2013,1,7,1852,-8,2002,-16,"EV","N830AS",5714,"JFK","IAD",48,228,19,52,5943
2013,1,7,1852,-8,2018,3,"US","N722US",2187,"LGA","DCA",48,214,19,52,5944
2013,1,7,1853,-7,2029,-22,"DL","N355NB",1255,"LGA","PIT",55,335,19,53,5945
2013,1,7,1853,-5,2035,-20,"EV","N713EV",5038,"LGA","BHM",121,866,19,53,5946
2013,1,7,1854,-6,2026,-7,"EV","N14904",5683,"EWR","BNA",114,748,19,54,5947
2013,1,7,1854,-6,2123,-11,"FL","N983AT",645,"LGA","ATL",111,762,19,54,5948
2013,1,7,1856,1,2214,-24,"B6","N517JB",91,"JFK","OAK",345,2576,19,56,5949
2013,1,7,1857,-7,2008,-18,"EV","N12921",4131,"EWR","RIC",48,277,19,57,5950
2013,1,7,1858,3,2130,-12,"DL","N186DN",951,"JFK","ATL",110,760,19,58,5951
2013,1,7,1859,-1,2219,-42,"DL","N721TW",1465,"JFK","SFO",354,2586,19,59,5952
2013,1,7,1859,-1,2025,-15,"UA","N418UA",954,"EWR","ORD",116,719,19,59,5953
2013,1,7,1900,61,2107,53,"EV","N13202",4573,"EWR","MCI",162,1092,19,0,5954
2013,1,7,1900,-5,2133,-52,"AA","N339AA",21,"JFK","LAX",310,2475,19,0,5955
2013,1,7,1901,1,2035,-22,"9E","N902XJ",3368,"JFK","PIT",65,340,19,1,5956
2013,1,7,1901,11,2217,-23,"VX","N635VA",29,"JFK","SFO",353,2586,19,1,5957
2013,1,7,1903,-2,2059,-14,"EV","N14153",4543,"EWR","DSM",156,1017,19,3,5958
2013,1,7,1903,-2,2033,-7,"WN","N419WN",981,"LGA","MKE",114,738,19,3,5959
2013,1,7,1906,-4,2048,-7,"MQ","N853MQ",4569,"LGA","RDU",70,431,19,6,5960
2013,1,7,1908,-2,2209,-6,"AA","N4WAAA",2075,"EWR","DFW",198,1372,19,8,5961
2013,1,7,1908,-2,2203,-28,"B6","N649JB",87,"JFK","SLC",277,1990,19,8,5962
2013,1,7,1909,14,7,12,"AA","N5DSAA",1613,"JFK","SJU",198,1598,19,9,5963
2013,1,7,1909,-6,2158,-14,"B6","N634JB",155,"JFK","MCO",134,944,19,9,5964
2013,1,7,1911,-4,2130,-7,"EV","N18102",4085,"EWR","OMA",177,1134,19,11,5965
2013,1,7,1911,-9,2042,-18,"AA","N3ALAA",359,"LGA","ORD",118,733,19,11,5966
2013,1,7,1913,-2,2052,-19,"9E","N605LR",3525,"JFK","ORD",123,740,19,13,5967
2013,1,7,1913,14,2222,-3,"B6","N570JB",171,"JFK","SMF",343,2521,19,13,5968
2013,1,7,1914,29,2121,31,"EV","N13955",4437,"EWR","GRR",100,605,19,14,5969
2013,1,7,1914,14,2216,30,"DL","N6711M",947,"LGA","ATL",124,762,19,14,5970
2013,1,7,1917,-3,2212,-34,"DL","N3750D",83,"JFK","FLL",153,1069,19,17,5971
2013,1,7,1918,-2,2041,-40,"9E","N931XJ",3373,"JFK","RDU",66,427,19,18,5972
2013,1,7,1918,-7,2247,0,"DL","N912DL",2139,"LGA","MIA",154,1096,19,18,5973
2013,1,7,1919,-1,2223,-52,"DL","N388DA",1345,"JFK","PHX",280,2153,19,19,5974
2013,1,7,1921,-4,2235,6,"DL","N996DL",1485,"LGA","MCO",136,950,19,21,5975
2013,1,7,1922,22,2222,-16,"DL","N717TW",87,"JFK","LAX",332,2475,19,22,5976
2013,1,7,1923,-2,2155,-48,"DL","N900PC",1729,"JFK","LAS",309,2248,19,23,5977
2013,1,7,1924,-6,2229,-14,"DL","N945DL",1435,"LGA","TPA",149,1010,19,24,5978
2013,1,7,1924,-6,2302,15,"DL","N327NB",1854,"LGA","FLL",154,1076,19,24,5979
2013,1,7,1924,-1,2039,-6,"9E","N8976E",4127,"JFK","IAD",49,228,19,24,5980
2013,1,7,1924,34,2201,-11,"DL","N377DA",2159,"JFK","MCO",136,944,19,24,5981
2013,1,7,1925,-3,2125,-4,"EV","N15912",4532,"EWR","CHS",100,628,19,25,5982
2013,1,7,1926,-4,2114,-37,"9E","N8577D",3798,"JFK","CLT",81,541,19,26,5983
2013,1,7,1927,-8,2216,-24,"AA","N3GJAA",791,"LGA","DFW",205,1389,19,27,5984
2013,1,7,1927,178,2219,168,"B6","N523JB",369,"LGA","PBI",148,1035,19,27,5985
2013,1,7,1928,8,2227,-31,"DL","N3768",6,"JFK","SLC",276,1990,19,28,5986
2013,1,7,1929,-1,2152,-21,"DL","N369NB",1715,"LGA","MSY",171,1183,19,29,5987
2013,1,7,1929,-7,2045,-11,"EV","N826AS",5693,"LGA","IAD",49,229,19,29,5988
2013,1,7,1929,-6,2108,-37,"9E","N8883E",3899,"JFK","CLE",71,425,19,29,5989
2013,1,7,1930,-5,2203,-17,"EV","N11140",4204,"EWR","OKC",193,1325,19,30,5990
2013,1,7,1931,2,2146,-15,"EV","N16112",4333,"EWR","TUL",176,1215,19,31,5991
2013,1,7,1934,-6,2223,-17,"AA","N3FHAA",1787,"JFK","TPA",149,1005,19,34,5992
2013,1,7,1936,-4,2112,-13,"MQ","N546MQ",3783,"JFK","CMH",75,483,19,36,5993
2013,1,7,1937,78,2041,69,"EV","N12967",4520,"EWR","PWM",44,284,19,37,5994
2013,1,7,1937,-8,2159,-42,"9E","N916XJ",3314,"JFK","JAX",120,828,19,37,5995
2013,1,7,1937,-3,2050,-10,"WN","N446WN",633,"EWR","MDW",113,711,19,37,5996
2013,1,7,1939,-1,2037,-29,"9E","N8674A",4091,"JFK","BWI",39,184,19,39,5997
2013,1,7,1939,4,2223,-10,"UA","N27722",1416,"EWR","IAH",201,1400,19,39,5998
2013,1,7,1942,-1,2045,-8,"EV","N14570",4312,"EWR","DCA",38,199,19,42,5999
2013,1,7,1942,-4,2144,-10,"EV","N14542",4536,"EWR","CVG",95,569,19,42,6000
2013,1,7,1944,-11,2241,-29,"AA","N3EMAA",1709,"LGA","MIA",156,1096,19,44,6001
2013,1,7,1946,21,2308,33,"DL","N329NB",2370,"LGA","PBI",146,1035,19,46,6002
2013,1,7,1949,-11,2118,-21,"UA","N436UA",695,"LGA","ORD",118,733,19,49,6003
2013,1,7,1950,5,2109,4,"EV","N15973",4108,"EWR","IAD",45,212,20,50,6004
2013,1,7,1950,-10,2100,-14,"US","N958UW",2142,"LGA","BOS",38,184,20,50,6005
2013,1,7,1953,-7,2231,-12,"DL","N662DN",1147,"LGA","ATL",111,762,20,53,6006
2013,1,7,1953,3,2300,-35,"B6","N646JB",645,"JFK","SFO",340,2586,20,53,6007
2013,1,7,1954,-11,2220,-10,"9E","N839AY",4033,"LGA","TYS",93,647,20,54,6008
2013,1,7,1954,-6,2106,-11,"US","N770UW",2189,"LGA","DCA",42,214,20,54,6009
2013,1,7,1955,-5,2111,-28,"UA","N47414",1574,"EWR","CLE",61,404,20,55,6010
2013,1,7,1956,-4,2256,-16,"B6","N648JB",801,"JFK","FLL",149,1069,20,56,6011
2013,1,7,1956,-4,2104,-39,"DL","N340NB",402,"JFK","BOS",35,187,20,56,6012
2013,1,7,1956,-3,2129,-15,"MQ","N828MQ",4423,"JFK","RDU",72,427,20,56,6013
2013,1,7,1958,-2,2205,-19,"9E","N923XJ",3439,"JFK","CVG",98,589,20,58,6014
2013,1,7,1958,-2,2123,-24,"9E","N934XJ",3320,"JFK","BUF",55,301,20,58,6015
2013,1,7,1958,-7,2239,-19,"UA","N408UA",711,"EWR","MCO",137,937,20,58,6016
2013,1,7,1959,-1,2310,-15,"VX","N621VA",415,"JFK","LAX",323,2475,20,59,6017
2013,1,7,2000,-5,2117,-16,"EV","N13956",4224,"EWR","MKE",117,725,20,0,6018
2013,1,7,2000,0,2306,-12,"UA","N455UA",890,"EWR","MIA",160,1085,20,0,6019
2013,1,7,2002,-3,2300,-11,"UA","N815UA",983,"EWR","TPA",150,997,20,2,6020
2013,1,7,2007,71,2304,60,"UA","N832UA",891,"LGA","IAH",208,1416,20,7,6021
2013,1,7,2013,-17,2150,-16,"FL","N927AT",354,"LGA","CAK",62,397,20,13,6022
2013,1,7,2014,-1,2119,-11,"AA","N3JRAA",1762,"JFK","BOS",37,187,20,14,6023
2013,1,7,2014,-6,2246,1,"MQ","N9EAMQ",4662,"LGA","ATL",110,762,20,14,6024
2013,1,7,2018,74,2153,44,"EV","N14143",4627,"EWR","CLT",87,529,20,18,6025
2013,1,7,2021,366,2332,368,"B6","N789JB",377,"LGA","FLL",153,1076,20,21,6026
2013,1,7,2022,-3,2250,-39,"UA","N555UA",771,"JFK","LAX",309,2475,20,22,6027
2013,1,7,2022,-7,2304,-33,"UA","N24715",1225,"EWR","PBI",146,1023,20,22,6028
2013,1,7,2024,-5,2106,-34,"9E","N833AY",3609,"JFK","PHL",26,94,20,24,6029
2013,1,7,2024,9,2209,-1,"MQ","N737MQ",4555,"LGA","CMH",76,479,20,24,6030
2013,1,7,2025,-4,2238,5,"EV","N14168",4348,"EWR","MSP",161,1008,20,25,6031
2013,1,7,2025,-5,2314,-18,"B6","N625JB",21,"JFK","TPA",147,1005,20,25,6032
2013,1,7,2030,25,2230,26,"EV","N13566",4133,"EWR","GSP",95,594,20,30,6033
2013,1,7,2031,1,2351,1,"B6","N283JB",1069,"JFK","AUS",221,1521,20,31,6034
2013,1,7,2033,-2,2124,-18,"EV","N14991",4695,"EWR","MHT",35,209,20,33,6035
2013,1,7,2033,-12,2134,-20,"B6","N206JB",1178,"EWR","BOS",45,200,20,33,6036
2013,1,7,2034,-11,2200,-25,"AA","N4WTAA",371,"LGA","ORD",117,733,20,34,6037
2013,1,7,2035,35,2203,26,"EV","N19966",4106,"EWR","GSO",73,445,20,35,6038
2013,1,7,2037,2,134,8,"UA","N75429",1071,"EWR","BQN",202,1585,20,37,6039
2013,1,7,2038,93,2352,77,"UA","N73256",1462,"EWR","SFO",350,2565,20,38,6040
2013,1,7,2040,0,2334,-23,"B6","N652JB",677,"JFK","LAX",321,2475,20,40,6041
2013,1,7,2042,-3,2138,-38,"9E","N936XJ",3395,"JFK","DCA",42,213,20,42,6042
2013,1,7,2042,2,7,8,"B6","N729JB",165,"JFK","PDX",359,2454,20,42,6043
2013,1,7,2042,-3,2247,-23,"B6","N198JB",115,"JFK","MSY",171,1182,20,42,6044
2013,1,7,2043,1,2215,-16,"EV","N14562",3833,"EWR","STL",135,872,20,43,6045
2013,1,7,2043,-7,2332,-10,"B6","N637JB",1383,"JFK","MCO",142,944,20,43,6046
2013,1,7,2045,45,2142,41,"EV","N19554",4309,"EWR","ALB",28,143,20,45,6047
2013,1,7,2047,157,2341,111,"UA","N835UA",979,"EWR","PHX",275,2133,20,47,6048
2013,1,7,2048,-12,2204,-16,"MQ","N502MQ",3744,"EWR","ORD",114,719,20,48,6049
2013,1,7,2052,82,2233,78,"EV","N21197",3274,"LGA","CLE",67,419,21,52,6050
2013,1,7,2052,-8,2335,-14,"B6","N504JB",399,"LGA","MCO",140,950,21,52,6051
2013,1,7,2052,-8,2237,-13,"MQ","N0EGMQ",4584,"LGA","CLT",80,544,21,52,6052
2013,1,7,2052,-8,2226,-9,"MQ","N734MQ",4507,"LGA","RDU",70,431,21,52,6053
2013,1,7,2052,-8,2205,-6,"US","N762US",2191,"LGA","DCA",46,214,21,52,6054
2013,1,7,2053,66,2226,74,"EV","N22909",4412,"EWR","BUF",52,282,21,53,6055
2013,1,7,2053,-2,2242,-8,"MQ","N713MQ",4573,"LGA","DTW",86,502,21,53,6056
2013,1,7,2056,-4,2215,-10,"WN","N265WN",530,"LGA","MDW",113,725,21,56,6057
2013,1,7,2056,-4,2201,-6,"US","N947UW",2144,"LGA","BOS",37,184,21,56,6058
2013,1,7,2058,-2,2204,-8,"EV","N17196",4119,"EWR","RIC",49,277,21,58,6059
2013,1,7,2058,-2,2350,-41,"DL","N704X",2363,"JFK","LAX",313,2475,21,58,6060
2013,1,7,2100,0,2323,-9,"EV","N16919",4644,"EWR","JAX",123,820,21,0,6061
2013,1,7,2105,-5,2352,-3,"B6","N712JB",529,"EWR","MCO",140,937,21,5,6062
2013,1,7,2107,67,2301,53,"EV","N11109",3822,"EWR","TYS",97,631,21,7,6063
2013,1,7,2115,35,2359,14,"B6","N348JB",629,"JFK","HOU",208,1428,21,15,6064
2013,1,7,2115,-10,2219,-31,"MQ","N500MQ",4660,"LGA","BNA",106,764,21,15,6065
2013,1,7,2116,41,2220,26,"UA","N76522",1243,"EWR","BOS",42,200,21,16,6066
2013,1,7,2123,-2,2229,-11,"MQ","N835MQ",4449,"JFK","DCA",45,213,21,23,6067
2013,1,7,2124,-5,2212,-12,"EV","N33182",4619,"EWR","PHL",25,80,21,24,6068
2013,1,7,2124,104,19,90,"B6","N529JB",381,"LGA","FLL",150,1076,21,24,6069
2013,1,7,2125,0,2231,7,"EV","N14993",4404,"EWR","PVD",33,160,21,25,6070
2013,1,7,2125,-5,201,-17,"B6","N339JB",701,"JFK","SJU",200,1598,21,25,6071
2013,1,7,2126,-3,2229,-2,"EV","N15572",4088,"EWR","DCA",39,199,21,26,6072
2013,1,7,2129,-1,2338,-24,"B6","N585JB",97,"JFK","DEN",230,1626,21,29,6073
2013,1,7,2132,-3,27,-9,"B6","N566JB",11,"JFK","FLL",148,1069,21,32,6074
2013,1,7,2134,-1,19,-31,"AA","N328AA",185,"JFK","LAX",323,2475,21,34,6075
2013,1,7,2143,43,2253,44,"B6","N593JB",1020,"JFK","BOS",44,187,21,43,6076
2013,1,7,2144,-10,36,-14,"B6","N568JB",515,"EWR","FLL",152,1065,21,44,6077
2013,1,7,2149,-10,2249,-17,"EV","N13965",4322,"EWR","PWM",44,284,21,49,6078
2013,1,7,2149,9,2308,2,"B6","N229JB",104,"JFK","BUF",58,301,21,49,6079
2013,1,7,2151,-8,2256,-20,"DL","N328NW",2155,"LGA","PWM",40,269,22,51,6080
2013,1,7,2156,21,33,9,"B6","N520JB",43,"JFK","MCO",139,944,22,56,6081
2013,1,7,2158,-1,2247,-13,"EV","N14204",4162,"EWR","BWI",33,169,22,58,6082
2013,1,7,2158,23,18,-4,"B6","N599JB",199,"JFK","LAS",297,2248,22,58,6083
2013,1,7,2204,34,59,34,"B6","N510JB",383,"LGA","FLL",149,1076,22,4,6084
2013,1,7,2205,58,4,42,"EV","N16561",3819,"EWR","SDF",103,642,22,5,6085
2013,1,7,2230,0,308,-5,"B6","N706JB",713,"JFK","SJU",199,1598,22,30,6086
2013,1,7,2234,69,2333,59,"UA","N33284",1066,"EWR","BOS",41,200,22,34,6087
2013,1,7,2243,-6,2342,-15,"B6","N239JB",22,"JFK","SYR",43,209,22,43,6088
2013,1,7,2244,-6,2344,-15,"B6","N178JB",608,"JFK","PWM",43,273,22,44,6089
2013,1,7,2253,3,6,-1,"B6","N294JB",30,"JFK","ROC",54,264,23,53,6090
2013,1,7,2253,0,2,-13,"B6","N590JB",112,"JFK","BUF",53,301,23,53,6091
2013,1,7,2257,152,155,144,"UA","N839UA",299,"EWR","DFW",194,1372,23,57,6092
2013,1,7,2258,13,3,6,"B6","N606JB",128,"JFK","BTV",46,266,23,58,6093
2013,1,7,2301,62,13,58,"EV","N14923",4257,"EWR","BTV",42,266,23,1,6094
2013,1,7,2303,13,3,9,"B6","N505JB",1018,"JFK","BOS",40,187,23,3,6095
2013,1,7,2359,0,506,29,"B6","N805JB",727,"JFK","BQN",196,1576,24,59,6096
2013,1,7,0,0,0,0,"AA","N3CYAA",301,"LGA","ORD",0,733,0,0,6097
2013,1,7,0,0,0,0,"AA","N474AA",1757,"LGA","STL",0,888,0,0,6098
2013,1,7,0,0,0,0,"9E","0",3317,"JFK","BUF",0,301,0,0,6099
2013,1,8,454,-6,625,-23,"US","N564UW",1117,"EWR","CLT",77,529,5,54,6100
2013,1,8,524,-1,837,17,"UA","N33264",1018,"EWR","IAH",226,1400,5,24,6101
2013,1,8,531,-9,826,-24,"AA","N618AA",1141,"JFK","MIA",155,1089,5,31,6102
2013,1,8,540,0,1025,8,"B6","N516JB",725,"JFK","BQN",198,1576,5,40,6103
2013,1,8,544,14,853,24,"UA","N412UA",404,"LGA","IAH",220,1416,5,44,6104
2013,1,8,550,-10,850,-20,"AA","N3JBAA",707,"LGA","DFW",214,1389,6,50,6105
2013,1,8,551,-9,824,-13,"DL","N642DL",461,"LGA","ATL",122,762,6,51,6106
2013,1,8,552,-8,650,-13,"US","N721UW",2114,"LGA","BOS",39,184,6,52,6107
2013,1,8,553,-7,819,4,"FL","N950AT",345,"LGA","ATL",121,762,6,53,6108
2013,1,8,554,-6,844,-22,"B6","N531JB",125,"JFK","FLL",147,1069,6,54,6109
2013,1,8,554,-6,703,4,"US","N712US",2161,"LGA","DCA",42,214,6,54,6110
2013,1,8,555,-5,804,3,"EV","N710EV",4911,"EWR","DTW",92,488,6,55,6111
2013,1,8,555,-5,741,-18,"DL","N361NB",731,"LGA","DTW",81,502,6,55,6112
2013,1,8,556,-4,850,-14,"B6","N653JB",371,"LGA","FLL",149,1076,6,56,6113
2013,1,8,556,-4,701,3,"US","N948UW",1833,"JFK","PHL",30,94,6,56,6114
2013,1,8,557,-4,728,3,"EV","N13995",4252,"EWR","MKE",118,725,6,57,6115
2013,1,8,557,-3,846,21,"MQ","N544MQ",4650,"LGA","ATL",123,762,6,57,6116
2013,1,8,557,-3,732,-3,"MQ","N518MQ",3768,"EWR","ORD",122,719,6,57,6117
2013,1,8,558,-2,713,-2,"EV","N820AS",5716,"JFK","IAD",43,228,6,58,6118
2013,1,8,558,-2,905,-7,"B6","N571JB",135,"JFK","RSW",170,1074,6,58,6119
2013,1,8,558,-2,729,-1,"WN","N8308K",3223,"LGA","MDW",115,725,6,58,6120
2013,1,8,558,-3,850,-28,"UA","N12116",1030,"JFK","LAX",324,2475,6,58,6121
2013,1,8,559,-1,850,-9,"B6","N589JB",507,"EWR","FLL",150,1065,6,59,6122
2013,1,8,600,-10,932,22,"AA","N5CYAA",1895,"EWR","MIA",162,1085,6,0,6123
2013,1,8,601,-4,801,-4,"MQ","N739MQ",4401,"LGA","DTW",88,502,6,1,6124
2013,1,8,603,-5,741,-14,"UA","N819UA",781,"EWR","CLE",66,404,6,3,6125
2013,1,8,604,4,725,9,"EV","N14953",4201,"EWR","IAD",44,212,6,4,6126
2013,1,8,605,5,728,-17,"AA","N3ARAA",301,"LGA","ORD",120,733,6,5,6127
2013,1,8,605,-3,723,-2,"UA","N473UA",541,"EWR","BOS",44,200,6,5,6128
2013,1,8,605,-10,835,15,"US","N749US",1791,"JFK","CLT",90,541,6,5,6129
2013,1,8,606,-4,903,-12,"AA","N3GUAA",1837,"LGA","MIA",152,1096,6,6,6130
2013,1,8,606,-4,1047,-4,"B6","N632JB",709,"JFK","SJU",206,1598,6,6,6131
2013,1,8,607,-3,852,-10,"B6","N630JB",145,"JFK","PBI",143,1028,6,7,6132
2013,1,8,608,-2,733,-2,"WN","N286WN",3839,"EWR","MDW",114,711,6,8,6133
2013,1,8,609,-1,801,-16,"DL","N361NW",1919,"LGA","MSP",153,1020,6,9,6134
2013,1,8,612,-3,901,6,"9E","N153PQ",3856,"JFK","ATL",124,760,6,12,6135
2013,1,8,613,13,1040,75,"UA","N554UA",303,"JFK","SFO",359,2586,6,13,6136
2013,1,8,615,0,859,17,"DL","N366NB",575,"EWR","ATL",122,746,6,15,6137
2013,1,8,619,-11,821,-10,"US","N188US",1507,"EWR","CLT",88,529,6,19,6138
2013,1,8,620,-5,850,-26,"B6","N587JB",79,"JFK","MCO",136,944,6,20,6139
2013,1,8,621,-4,933,-1,"UA","N14731",1014,"LGA","IAH",231,1416,6,21,6140
2013,1,8,622,22,759,50,"B6","N317JB",380,"EWR","BOS",40,200,6,22,6141
2013,1,8,623,-7,844,-15,"DL","N301NB",2006,"LGA","MSY",176,1183,6,23,6142
2013,1,8,623,-4,911,-20,"UA","N24729",1627,"EWR","PBI",144,1023,6,23,6143
2013,1,8,624,-6,824,-19,"US","N178US",1433,"LGA","CLT",92,544,6,24,6144
2013,1,8,625,0,740,10,"WN","N439WN",3127,"EWR","BWI",35,169,6,25,6145
2013,1,8,625,-5,836,6,"MQ","N537MQ",4576,"LGA","CLT",85,544,6,25,6146
2013,1,8,625,-5,842,12,"MQ","N503MQ",4599,"LGA","MSP",160,1020,6,25,6147
2013,1,8,626,-9,912,-22,"B6","N508JB",983,"LGA","TPA",148,1010,6,26,6148
2013,1,8,628,-2,840,-2,"EV","N12996",4150,"EWR","CVG",98,569,6,28,6149
2013,1,8,628,-2,747,-2,"EV","N22971",4533,"EWR","BUF",51,282,6,28,6150
2013,1,8,628,-2,810,10,"EV","N27190",4560,"EWR","PIT",56,319,6,28,6151
2013,1,8,629,-4,819,6,"EV","N14570",4424,"EWR","RDU",72,416,6,29,6152
2013,1,8,629,-1,912,25,"EV","N10575",4393,"EWR","IND",103,645,6,29,6153
2013,1,8,629,-6,932,-8,"AA","N3FSAA",711,"LGA","DFW",218,1389,6,29,6154
2013,1,8,629,-2,730,-11,"B6","N638JB",1002,"JFK","BOS",40,187,6,29,6155
2013,1,8,630,-4,857,8,"EV","N13124",4471,"EWR","CLT",83,529,6,30,6156
2013,1,8,631,1,1128,-12,"AA","N3ELAA",413,"JFK","SJU",200,1598,6,31,6157
2013,1,8,631,-3,936,1,"UA","N561UA",772,"EWR","MIA",162,1085,6,31,6158
2013,1,8,632,-3,947,-32,"UA","N474UA",470,"EWR","PHX",298,2133,6,32,6159
2013,1,8,634,4,800,-10,"B6","N292JB",905,"JFK","ORD",126,740,6,34,6160
2013,1,8,634,-2,931,-14,"UA","N77510",1701,"EWR","FLL",153,1065,6,34,6161
2013,1,8,637,-8,855,9,"US","N701UW",926,"EWR","CLT",87,529,6,37,6162
2013,1,8,641,6,1000,-2,"UA","N848UA",421,"EWR","SFO",349,2565,6,41,6163
2013,1,8,643,-2,818,10,"B6","N608JB",102,"JFK","BUF",56,301,6,43,6164
2013,1,8,646,1,807,10,"EV","N13994",4241,"EWR","DCA",41,199,6,46,6165
2013,1,8,646,7,958,1,"UA","N846UA",251,"EWR","AUS",227,1504,6,46,6166
2013,1,8,648,18,923,18,"WN","N916WN",135,"LGA","DEN",232,1620,6,48,6167
2013,1,8,650,5,912,-10,"UA","N87527",1245,"LGA","DEN",235,1620,7,50,6168
2013,1,8,650,5,939,-15,"UA","N16709",1474,"EWR","DFW",210,1372,7,50,6169
2013,1,8,651,-4,905,-22,"B6","N649JB",117,"JFK","MSY",178,1182,7,51,6170
2013,1,8,652,-8,955,-20,"AA","N3EVAA",2279,"LGA","MIA",153,1096,7,52,6171
2013,1,8,653,-2,1021,-9,"DL","N386DA",1415,"JFK","SLC",299,1990,7,53,6172
2013,1,8,655,-5,831,-19,"AA","N433AA",305,"LGA","ORD",125,733,7,55,6173
2013,1,8,655,-4,929,-9,"DL","N693DL",1547,"LGA","ATL",123,762,7,55,6174
2013,1,8,655,-3,921,4,"UA","N37273",1717,"EWR","DEN",233,1605,7,55,6175
2013,1,8,655,-5,757,-10,"US","N754UW",2163,"LGA","DCA",42,214,7,55,6176
2013,1,8,656,-9,933,-7,"MQ","N725MQ",4534,"LGA","XNA",175,1147,7,56,6177
2013,1,8,656,-4,815,-21,"UA","N33262",80,"EWR","ORD",116,719,7,56,6178
2013,1,8,657,-2,949,-10,"AA","N329AA",1815,"JFK","MCO",143,944,7,57,6179
2013,1,8,658,-2,1022,-23,"DL","N705TW",1865,"JFK","SFO",341,2586,7,58,6180
2013,1,8,658,-2,1008,-11,"DL","N979DL",2003,"LGA","MIA",157,1096,7,58,6181
2013,1,8,658,-2,806,-9,"UA","N14230",1142,"EWR","BOS",40,200,7,58,6182
2013,1,8,659,-1,1011,-23,"DL","N718TW",763,"JFK","LAX",340,2475,7,59,6183
2013,1,8,659,-6,948,-30,"UA","N575UA",604,"EWR","LAX",323,2454,7,59,6184
2013,1,8,700,0,929,9,"EV","N12567",4172,"EWR","SDF",112,642,7,0,6185
2013,1,8,700,-5,954,-7,"UA","N35407",1200,"EWR","MCO",143,937,7,0,6186
2013,1,8,700,0,935,-8,"UA","N37408",1506,"EWR","LAS",301,2227,7,0,6187
2013,1,8,700,0,810,3,"US","N944UW",2116,"LGA","BOS",40,184,7,0,6188
2013,1,8,703,33,836,26,"AA","N3GWAA",303,"LGA","ORD",119,733,7,3,6189
2013,1,8,703,3,1003,-24,"B6","N768JB",671,"JFK","LAX",326,2475,7,3,6190
2013,1,8,704,-1,1017,-4,"B6","N536JB",981,"JFK","FLL",171,1069,7,4,6191
2013,1,8,704,4,946,-11,"B6","N789JB",203,"JFK","LAS",301,2248,7,4,6192
2013,1,8,705,0,932,-1,"EV","N14204",4583,"EWR","MSY",184,1167,7,5,6193
2013,1,8,705,0,946,-48,"UA","N23721",1655,"EWR","SNA",319,2434,7,5,6194
2013,1,8,706,1,1027,12,"WN","N278WN",3483,"EWR","HOU",229,1411,7,6,6195
2013,1,8,706,-4,847,-3,"MQ","N527MQ",3737,"EWR","ORD",119,719,7,6,6196
2013,1,8,708,-7,1028,-7,"AA","N3ANAA",825,"JFK","FLL",160,1069,7,8,6197
2013,1,8,708,8,837,-2,"UA","N816UA",261,"LGA","ORD",117,733,7,8,6198
2013,1,8,709,9,844,12,"EV","N12924",3839,"EWR","BNA",118,748,7,9,6199
2013,1,8,711,6,1007,-28,"VX","N837VA",399,"JFK","LAX",334,2475,7,11,6200
2013,1,8,711,-4,1018,-9,"UA","N33209",1299,"EWR","RSW",159,1068,7,11,6201
2013,1,8,713,-2,1029,-16,"AA","N336AA",443,"JFK","MIA",151,1089,7,13,6202
2013,1,8,714,-1,1045,5,"UA","N532UA",799,"JFK","SFO",354,2586,7,14,6203
2013,1,8,715,-5,916,-12,"DL","N942DL",831,"LGA","DTW",86,502,7,15,6204
2013,1,8,716,-4,844,-1,"FL","N975AT",850,"LGA","MKE",116,738,7,16,6205
2013,1,8,717,12,1005,3,"B6","N793JB",389,"LGA","MCO",136,950,7,17,6206
2013,1,8,718,-2,1101,38,"UA","N76254",1724,"EWR","PBI",147,1023,7,18,6207
2013,1,8,719,-1,929,9,"EV","N16918",4246,"EWR","DTW",93,488,7,19,6208
2013,1,8,719,-6,1037,7,"AS","N553AS",11,"EWR","SEA",347,2402,7,19,6209
2013,1,8,719,-11,1052,9,"UA","N406UA",601,"LGA","IAH",238,1416,7,19,6210
2013,1,8,721,-10,1031,-14,"B6","N709JB",1601,"LGA","RSW",164,1080,7,21,6211
2013,1,8,724,-6,1027,-13,"AA","N512AA",2083,"EWR","DFW",208,1372,7,24,6212
2013,1,8,725,-5,1026,-14,"AA","N436AA",715,"LGA","DFW",211,1389,7,25,6213
2013,1,8,726,-3,841,-9,"B6","N334JB",1305,"JFK","IAD",46,228,7,26,6214
